-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 01/01/2022 
Location: Latitude  51.4965   Longitude 10.8103 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 357.57 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS        MERRA-2 Surface Pressure (kPa) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,PS,T2M
2021,10,30,23,5.7,209.73,96.61,8.31
2021,10,31,0,5.04,207.8,96.65,8.22
2021,10,31,1,4.78,210.8,96.69,8.02
2021,10,31,2,4.46,212.63,96.73,7.96
2021,10,31,3,4.15,213.0,96.75,7.83
2021,10,31,4,4.03,211.84,96.78,7.86
2021,10,31,5,3.61,206.51,96.79,7.77
2021,10,31,6,3.27,202.46,96.8,7.81
2021,10,31,7,3.14,195.46,96.78,7.86
2021,10,31,8,3.72,189.42,96.78,8.58
2021,10,31,9,3.77,182.73,96.75,9.59
2021,10,31,10,3.66,174.86,96.72,10.87
2021,10,31,11,4.73,183.79,96.68,13.12
2021,10,31,12,5.35,186.2,96.61,14.97
2021,10,31,13,5.57,184.02,96.53,16.05
2021,10,31,14,5.49,179.1,96.43,16.5
2021,10,31,15,4.64,170.79,96.35,15.94
2021,10,31,16,4.0,161.78,96.29,14.35
2021,10,31,17,4.29,158.2,96.24,12.89
2021,10,31,18,4.3,154.97,96.19,12.27
2021,10,31,19,4.23,157.04,96.13,11.75
2021,10,31,20,5.16,164.55,96.07,11.33
2021,10,31,21,5.41,168.85,95.99,10.4
2021,10,31,22,5.39,178.75,95.94,9.59
2021,10,31,23,5.22,187.49,95.91,9.05
2021,11,1,0,4.84,194.69,95.87,8.6
2021,11,1,1,4.58,204.16,95.84,8.51
2021,11,1,2,4.44,215.9,95.84,9.05
2021,11,1,3,4.16,229.11,95.85,9.44
2021,11,1,4,2.92,235.46,95.83,9.29
2021,11,1,5,2.61,233.51,95.83,9.12
2021,11,1,6,3.19,236.58,95.91,9.29
2021,11,1,7,3.59,239.7,95.95,9.09
2021,11,1,8,4.95,239.27,96.04,9.05
2021,11,1,9,4.95,229.42,96.11,8.55
2021,11,1,10,4.76,215.18,96.13,8.48
2021,11,1,11,5.16,201.95,96.11,8.7
2021,11,1,12,5.27,196.02,96.08,8.89
2021,11,1,13,5.22,193.14,96.07,8.92
2021,11,1,14,5.23,196.05,96.05,8.8
2021,11,1,15,5.12,197.39,96.04,8.8
2021,11,1,16,4.66,196.37,96.03,8.35
2021,11,1,17,4.4,196.7,96.04,7.83
2021,11,1,18,4.09,197.01,96.05,7.45
2021,11,1,19,3.91,197.09,96.07,7.15
2021,11,1,20,3.66,199.56,96.07,6.98
2021,11,1,21,3.3,204.02,96.06,6.73
2021,11,1,22,3.06,209.05,96.04,6.42
2021,11,1,23,2.9,213.69,96.02,5.98
2021,11,2,0,2.97,217.95,95.97,5.49
2021,11,2,1,3.12,221.96,95.92,5.41
2021,11,2,2,2.59,224.27,95.88,5.05
2021,11,2,3,2.76,224.54,95.84,5.17
2021,11,2,4,2.96,223.5,95.84,5.23
2021,11,2,5,2.79,222.95,95.84,5.2
2021,11,2,6,2.69,226.06,95.83,5.06
2021,11,2,7,2.77,228.89,95.83,4.98
2021,11,2,8,2.84,229.24,95.84,5.19
2021,11,2,9,3.06,231.11,95.83,6.07
2021,11,2,10,3.58,238.56,95.83,7.65
2021,11,2,11,3.79,240.58,95.83,8.95
2021,11,2,12,3.87,238.88,95.82,9.63
2021,11,2,13,3.84,237.38,95.8,9.88
2021,11,2,14,3.74,235.65,95.79,9.76
2021,11,2,15,3.2,233.24,95.8,9.07
2021,11,2,16,1.89,229.19,95.82,7.39
2021,11,2,17,1.89,222.15,95.85,6.18
2021,11,2,18,1.9,214.28,95.88,5.93
2021,11,2,19,2.02,209.44,95.91,5.81
2021,11,2,20,2.28,205.78,95.93,5.6
2021,11,2,21,2.67,206.04,95.94,5.35
2021,11,2,22,3.09,213.45,95.95,5.42
2021,11,2,23,3.31,222.7,95.96,5.33
2021,11,3,0,3.38,230.25,95.96,5.37
2021,11,3,1,3.12,235.2,95.96,5.44
2021,11,3,2,2.6,230.96,95.97,5.44
2021,11,3,3,2.3,222.8,95.97,5.34
2021,11,3,4,1.93,216.27,95.98,5.01
2021,11,3,5,1.85,212.21,95.99,4.82
2021,11,3,6,1.72,207.84,96.01,4.64
2021,11,3,7,1.5,196.36,96.02,4.46
2021,11,3,8,1.28,178.6,96.04,4.87
2021,11,3,9,1.67,157.15,96.05,5.83
2021,11,3,10,1.96,144.73,96.05,6.51
2021,11,3,11,2.28,140.7,96.04,6.98
2021,11,3,12,2.47,132.05,96.01,7.08
2021,11,3,13,2.65,123.83,95.97,7.2
2021,11,3,14,2.85,113.61,95.94,7.38
2021,11,3,15,2.82,103.15,95.91,7.4
2021,11,3,16,2.19,94.51,95.9,6.37
2021,11,3,17,2.55,94.56,95.91,5.62
2021,11,3,18,2.6,94.13,95.93,5.61
2021,11,3,19,2.26,93.37,95.94,5.12
2021,11,3,20,2.05,93.49,95.94,4.6
2021,11,3,21,1.84,94.62,95.94,4.55
2021,11,3,22,1.63,78.37,95.89,4.36
2021,11,3,23,1.44,69.7,95.87,4.13
2021,11,4,0,1.36,61.81,95.86,4.04
2021,11,4,1,1.4,43.42,95.83,3.92
2021,11,4,2,1.41,23.57,95.82,3.83
2021,11,4,3,1.59,6.78,95.8,3.87
2021,11,4,4,1.96,356.35,95.75,3.93
2021,11,4,5,2.54,347.03,95.71,3.93
2021,11,4,6,2.83,333.93,95.71,3.98
2021,11,4,7,3.01,323.75,95.71,4.05
2021,11,4,8,3.88,317.86,95.71,4.15
2021,11,4,9,4.5,311.77,95.69,4.24
2021,11,4,10,5.0,305.13,95.68,4.23
2021,11,4,11,5.69,302.16,95.69,4.08
2021,11,4,12,6.29,299.82,95.72,4.09
2021,11,4,13,6.57,295.35,95.78,4.33
2021,11,4,14,6.68,290.2,95.86,4.55
2021,11,4,15,6.64,284.23,95.96,4.65
2021,11,4,16,6.49,278.37,96.07,4.55
2021,11,4,17,6.29,273.78,96.17,4.41
2021,11,4,18,6.13,269.12,96.28,4.39
2021,11,4,19,6.03,264.95,96.38,4.41
2021,11,4,20,5.93,261.44,96.47,4.42
2021,11,4,21,5.76,259.3,96.56,4.43
2021,11,4,22,5.49,259.92,96.64,4.43
2021,11,4,23,5.22,261.4,96.7,4.44
2021,11,5,0,4.91,263.06,96.75,4.48
2021,11,5,1,4.54,265.16,96.81,4.51
2021,11,5,2,4.2,268.08,96.88,4.52
2021,11,5,3,3.92,272.29,96.95,4.51
2021,11,5,4,3.76,276.68,97.04,4.51
2021,11,5,5,3.61,278.97,97.14,4.51
2021,11,5,6,3.53,278.4,97.24,4.53
2021,11,5,7,3.54,275.45,97.34,4.58
2021,11,5,8,3.66,271.35,97.45,4.8
2021,11,5,9,3.96,272.03,97.54,5.16
2021,11,5,10,4.12,272.17,97.63,5.64
2021,11,5,11,4.27,273.57,97.71,6.16
2021,11,5,12,4.72,278.85,97.77,6.77
2021,11,5,13,5.06,283.03,97.81,7.35
2021,11,5,14,4.9,280.38,97.85,7.48
2021,11,5,15,4.09,274.05,97.89,7.07
2021,11,5,16,3.29,267.69,97.95,6.06
2021,11,5,17,3.22,267.36,98.02,4.97
2021,11,5,18,3.15,266.58,98.09,4.51
2021,11,5,19,3.36,265.73,98.13,4.57
2021,11,5,20,3.57,263.72,98.18,4.73
2021,11,5,21,3.57,262.83,98.22,4.99
2021,11,5,22,3.46,263.0,98.27,5.19
2021,11,5,23,3.1,259.82,98.29,4.75
2021,11,6,0,3.05,253.47,98.31,4.52
2021,11,6,1,3.52,249.76,98.33,4.62
2021,11,6,2,3.85,247.44,98.34,4.61
2021,11,6,3,4.05,245.71,98.35,4.52
2021,11,6,4,4.33,249.5,98.36,4.5
2021,11,6,5,4.14,247.5,98.39,4.44
2021,11,6,6,4.08,239.41,98.39,4.3
2021,11,6,7,4.52,236.42,98.4,4.02
2021,11,6,8,4.82,235.3,98.43,4.01
2021,11,6,9,5.35,236.12,98.45,4.45
2021,11,6,10,5.96,238.35,98.46,5.44
2021,11,6,11,6.18,237.96,98.44,6.76
2021,11,6,12,6.45,238.93,98.38,8.06
2021,11,6,13,6.49,240.29,98.31,8.87
2021,11,6,14,6.24,240.35,98.25,9.02
2021,11,6,15,5.13,236.87,98.2,8.33
2021,11,6,16,3.6,228.52,98.16,6.39
2021,11,6,17,3.74,220.68,98.11,4.82
2021,11,6,18,4.43,216.83,98.08,4.43
2021,11,6,19,5.38,216.79,98.03,4.24
2021,11,6,20,6.02,214.85,97.97,4.04
2021,11,6,21,6.35,218.86,97.92,3.87
2021,11,6,22,6.54,220.45,97.85,3.83
2021,11,6,23,6.5,219.0,97.75,3.77
2021,11,7,0,6.05,219.55,97.66,3.48
2021,11,7,1,6.35,222.66,97.58,3.4
2021,11,7,2,6.92,222.71,97.5,3.1
2021,11,7,3,7.27,221.04,97.4,2.8
2021,11,7,4,7.62,221.26,97.31,2.78
2021,11,7,5,7.98,222.78,97.23,3.12
2021,11,7,6,8.33,227.47,97.16,3.55
2021,11,7,7,8.09,231.31,97.13,3.74
2021,11,7,8,7.9,229.69,97.1,3.98
2021,11,7,9,7.32,232.54,97.07,4.4
2021,11,7,10,6.62,238.02,97.06,4.95
2021,11,7,11,6.23,241.7,97.07,5.73
2021,11,7,12,6.12,243.96,97.04,6.63
2021,11,7,13,6.49,251.61,97.0,7.5
2021,11,7,14,6.41,259.76,96.99,7.72
2021,11,7,15,6.02,261.19,97.0,7.6
2021,11,7,16,5.8,261.64,97.01,6.89
2021,11,7,17,5.82,262.44,97.06,6.18
2021,11,7,18,5.74,263.51,97.1,5.71
2021,11,7,19,5.41,262.78,97.15,5.15
2021,11,7,20,5.24,258.82,97.2,4.81
2021,11,7,21,5.64,259.22,97.25,4.8
2021,11,7,22,5.54,262.46,97.3,4.74
2021,11,7,23,5.34,262.44,97.34,4.67
2021,11,8,0,5.25,262.05,97.37,4.6
2021,11,8,1,5.08,261.16,97.4,4.38
2021,11,8,2,4.95,259.91,97.44,4.22
2021,11,8,3,4.68,258.45,97.48,4.02
2021,11,8,4,4.56,260.34,97.51,4.0
2021,11,8,5,4.24,259.6,97.56,3.87
2021,11,8,6,4.23,258.5,97.6,3.76
2021,11,8,7,4.17,257.79,97.65,3.71
2021,11,8,8,4.21,255.03,97.71,3.92
2021,11,8,9,4.29,256.52,97.76,4.43
2021,11,8,10,4.34,258.59,97.81,5.14
2021,11,8,11,4.32,260.42,97.84,6.01
2021,11,8,12,4.42,265.03,97.85,7.17
2021,11,8,13,4.41,267.77,97.85,8.08
2021,11,8,14,4.18,267.21,97.83,8.33
2021,11,8,15,3.03,261.24,97.83,7.64
2021,11,8,16,2.43,258.69,97.86,5.89
2021,11,8,17,2.67,262.77,97.92,4.73
2021,11,8,18,2.77,266.93,97.97,4.5
2021,11,8,19,2.69,271.17,98.01,4.43
2021,11,8,20,2.54,274.94,98.06,4.52
2021,11,8,21,2.45,278.98,98.12,4.51
2021,11,8,22,2.29,280.04,98.15,4.45
2021,11,8,23,2.15,277.51,98.16,4.15
2021,11,9,0,2.07,273.68,98.17,3.88
2021,11,9,1,1.97,267.05,98.18,3.73
2021,11,9,2,1.91,260.35,98.22,3.54
2021,11,9,3,1.96,254.97,98.25,3.05
2021,11,9,4,1.93,248.41,98.29,2.86
2021,11,9,5,1.92,238.32,98.32,2.67
2021,11,9,6,2.04,224.69,98.35,2.36
2021,11,9,7,2.25,213.8,98.4,2.05
2021,11,9,8,2.33,208.2,98.45,3.19
2021,11,9,9,2.98,206.16,98.5,5.19
2021,11,9,10,2.91,203.26,98.53,6.49
2021,11,9,11,3.31,205.72,98.55,8.22
2021,11,9,12,3.33,201.45,98.53,8.97
2021,11,9,13,3.1,194.28,98.5,9.26
2021,11,9,14,2.77,186.0,98.45,9.17
2021,11,9,15,2.0,177.32,98.42,8.23
2021,11,9,16,2.16,173.57,98.44,5.48
2021,11,9,17,2.47,175.1,98.47,4.08
2021,11,9,18,2.41,173.66,98.48,3.76
2021,11,9,19,2.24,167.51,98.47,3.44
2021,11,9,20,2.22,160.93,98.44,2.86
2021,11,9,21,2.44,160.52,98.41,2.05
2021,11,9,22,2.54,164.68,98.39,1.47
2021,11,9,23,2.5,170.3,98.37,1.01
2021,11,10,0,2.36,173.93,98.35,0.63
2021,11,10,1,2.22,175.55,98.32,0.35
2021,11,10,2,2.13,180.42,98.27,0.14
2021,11,10,3,2.12,192.14,98.24,-0.16
2021,11,10,4,2.28,204.72,98.2,-0.75
2021,11,10,5,2.39,213.53,98.18,-1.18
2021,11,10,6,2.43,219.78,98.16,-1.56
2021,11,10,7,2.45,222.8,98.16,-1.74
2021,11,10,8,2.44,223.96,98.17,0.01
2021,11,10,9,2.61,228.04,98.19,2.23
2021,11,10,10,2.39,231.11,98.21,3.86
2021,11,10,11,2.07,236.37,98.19,5.88
2021,11,10,12,1.88,242.58,98.17,7.19
2021,11,10,13,1.7,247.08,98.13,7.47
2021,11,10,14,1.54,248.25,98.08,7.52
2021,11,10,15,1.13,245.39,98.07,6.58
2021,11,10,16,1.41,240.73,98.07,5.12
2021,11,10,17,1.55,235.67,98.09,4.58
2021,11,10,18,1.72,232.19,98.11,4.2
2021,11,10,19,2.0,238.23,98.12,3.4
2021,11,10,20,2.27,248.38,98.12,2.37
2021,11,10,21,2.41,255.33,98.12,1.74
2021,11,10,22,2.42,261.09,98.11,1.23
2021,11,10,23,2.39,267.75,98.11,0.62
2021,11,11,0,2.31,272.91,98.1,0.13
2021,11,11,1,2.1,272.55,98.09,-0.0
2021,11,11,2,1.87,265.2,98.09,-0.05
2021,11,11,3,1.73,253.2,98.08,-0.2
2021,11,11,4,1.76,241.96,98.06,-0.42
2021,11,11,5,1.93,237.92,98.05,-0.7
2021,11,11,6,2.22,239.55,98.04,-1.14
2021,11,11,7,2.21,245.52,98.04,-1.24
2021,11,11,8,2.18,253.12,98.06,0.08
2021,11,11,9,2.57,256.98,98.08,2.06
2021,11,11,10,2.32,257.74,98.09,3.74
2021,11,11,11,2.22,268.79,98.1,6.05
2021,11,11,12,2.1,285.74,98.07,7.58
2021,11,11,13,2.0,298.77,98.06,8.27
2021,11,11,14,1.81,304.44,98.04,8.18
2021,11,11,15,1.23,305.2,98.04,6.98
2021,11,11,16,1.5,302.04,98.06,4.68
2021,11,11,17,1.51,295.77,98.09,3.44
2021,11,11,18,1.49,284.91,98.11,2.91
2021,11,11,19,1.53,274.69,98.13,2.37
2021,11,11,20,1.45,268.76,98.12,2.26
2021,11,11,21,1.35,264.69,98.11,2.23
2021,11,11,22,1.32,262.16,98.09,2.26
2021,11,11,23,1.23,258.98,98.07,2.35
2021,11,12,0,1.11,251.95,98.04,2.32
2021,11,12,1,0.99,237.18,98.01,2.28
2021,11,12,2,0.95,211.86,97.99,2.14
2021,11,12,3,1.13,183.97,97.96,2.19
2021,11,12,4,1.46,172.0,97.94,2.02
2021,11,12,5,1.63,168.64,97.92,1.79
2021,11,12,6,1.86,168.6,97.88,1.57
2021,11,12,7,2.07,169.11,97.86,1.29
2021,11,12,8,2.47,170.15,97.84,1.34
2021,11,12,9,2.96,171.66,97.8,2.01
2021,11,12,10,3.56,171.8,97.73,2.87
2021,11,12,11,3.85,176.51,97.67,3.94
2021,11,12,12,3.9,188.99,97.6,5.03
2021,11,12,13,3.71,203.71,97.53,5.81
2021,11,12,14,3.43,213.87,97.47,5.87
2021,11,12,15,2.87,215.37,97.43,5.06
2021,11,12,16,2.11,207.61,97.41,2.17
2021,11,12,17,2.58,200.58,97.39,0.52
2021,11,12,18,3.02,198.58,97.36,0.88
2021,11,12,19,4.19,199.14,97.32,1.3
2021,11,12,20,4.85,204.05,97.27,1.24
2021,11,12,21,4.36,209.04,97.23,0.48
2021,11,12,22,4.85,211.64,97.2,0.4
2021,11,12,23,5.25,215.98,97.18,0.64
2021,11,13,0,4.8,216.59,97.16,0.69
2021,11,13,1,4.49,215.29,97.14,0.76
2021,11,13,2,4.57,213.77,97.11,0.87
2021,11,13,3,4.6,211.53,97.07,0.95
2021,11,13,4,4.63,210.98,97.03,1.01
2021,11,13,5,4.6,212.58,97.03,1.04
2021,11,13,6,4.54,212.62,97.03,1.1
2021,11,13,7,4.54,212.71,97.05,1.35
2021,11,13,8,4.64,209.46,97.08,1.76
2021,11,13,9,4.92,209.17,97.1,2.73
2021,11,13,10,5.44,211.68,97.11,3.6
2021,11,13,11,5.31,211.21,97.12,3.93
2021,11,13,12,5.02,210.08,97.1,4.02
2021,11,13,13,4.59,209.01,97.09,4.09
2021,11,13,14,4.09,207.94,97.09,4.12
2021,11,13,15,3.62,208.89,97.09,3.98
2021,11,13,16,3.1,210.05,97.12,3.73
2021,11,13,17,2.86,210.35,97.15,3.58
2021,11,13,18,2.63,209.3,97.18,3.46
2021,11,13,19,2.42,208.8,97.21,3.29
2021,11,13,20,2.13,210.42,97.25,3.06
2021,11,13,21,1.79,213.62,97.28,2.77
2021,11,13,22,1.54,215.06,97.33,2.65
2021,11,13,23,1.23,210.15,97.36,2.65
2021,11,14,0,0.92,196.75,97.4,2.84
2021,11,14,1,0.7,166.43,97.43,2.98
2021,11,14,2,0.74,112.48,97.47,3.04
2021,11,14,3,1.27,87.17,97.51,2.77
2021,11,14,4,1.68,83.04,97.56,2.66
2021,11,14,5,1.86,85.18,97.62,2.63
2021,11,14,6,1.89,89.53,97.68,2.73
2021,11,14,7,1.71,93.15,97.75,2.73
2021,11,14,8,1.7,93.43,97.83,3.29
2021,11,14,9,2.13,91.26,97.91,4.44
2021,11,14,10,2.08,86.34,97.96,5.47
2021,11,14,11,2.43,89.63,98.01,6.6
2021,11,14,12,2.58,83.56,98.05,7.15
2021,11,14,13,2.78,75.34,98.07,7.34
2021,11,14,14,3.01,69.64,98.1,7.18
2021,11,14,15,2.84,65.27,98.12,6.67
2021,11,14,16,2.14,59.04,98.17,5.68
2021,11,14,17,2.46,57.17,98.21,5.33
2021,11,14,18,2.78,58.32,98.24,5.31
2021,11,14,19,2.89,60.39,98.28,5.23
2021,11,14,20,2.96,61.81,98.32,5.18
2021,11,14,21,2.94,62.75,98.35,5.07
2021,11,14,22,3.04,66.53,98.38,4.94
2021,11,14,23,3.16,69.33,98.38,4.88
2021,11,15,0,3.18,71.7,98.38,4.76
2021,11,15,1,3.28,74.37,98.38,4.61
2021,11,15,2,3.33,74.76,98.37,4.39
2021,11,15,3,3.63,79.34,98.35,4.05
2021,11,15,4,3.46,78.82,98.33,3.73
2021,11,15,5,3.55,78.96,98.32,3.58
2021,11,15,6,3.77,82.51,98.31,3.37
2021,11,15,7,3.58,83.6,98.32,3.07
2021,11,15,8,3.75,85.57,98.34,3.06
2021,11,15,9,3.95,89.66,98.36,3.3
2021,11,15,10,4.28,97.55,98.35,3.72
2021,11,15,11,4.09,99.34,98.34,4.22
2021,11,15,12,3.92,95.72,98.3,4.72
2021,11,15,13,3.97,91.13,98.27,5.19
2021,11,15,14,4.1,87.82,98.23,5.23
2021,11,15,15,4.08,86.27,98.21,4.76
2021,11,15,16,3.27,82.45,98.21,3.9
2021,11,15,17,3.44,81.37,98.22,3.43
2021,11,15,18,3.55,83.17,98.22,3.17
2021,11,15,19,3.45,85.19,98.22,3.02
2021,11,15,20,3.29,85.24,98.22,3.04
2021,11,15,21,3.04,82.02,98.21,3.06
2021,11,15,22,2.83,76.27,98.21,3.06
2021,11,15,23,2.74,72.24,98.19,3.05
2021,11,16,0,2.66,69.76,98.14,3.02
2021,11,16,1,2.52,68.92,98.11,2.98
2021,11,16,2,2.35,70.36,98.08,2.96
2021,11,16,3,2.12,75.25,98.03,2.92
2021,11,16,4,1.92,83.94,98.0,2.9
2021,11,16,5,1.83,94.42,97.97,2.9
2021,11,16,6,1.71,104.04,97.96,2.88
2021,11,16,7,1.49,111.58,97.95,2.86
2021,11,16,8,1.4,118.71,97.95,2.83
2021,11,16,9,1.28,132.27,97.95,2.97
2021,11,16,10,1.09,145.51,97.94,3.3
2021,11,16,11,1.0,161.71,97.92,3.77
2021,11,16,12,1.02,182.62,97.87,4.18
2021,11,16,13,1.19,199.98,97.83,4.36
2021,11,16,14,1.34,212.57,97.79,4.27
2021,11,16,15,1.36,221.03,97.76,3.94
2021,11,16,16,1.03,223.47,97.73,3.45
2021,11,16,17,0.88,221.04,97.72,3.14
2021,11,16,18,1.05,218.33,97.71,2.89
2021,11,16,19,1.33,219.76,97.72,2.66
2021,11,16,20,1.45,223.69,97.71,2.44
2021,11,16,21,1.59,226.59,97.69,2.21
2021,11,16,22,1.73,231.06,97.67,2.17
2021,11,16,23,1.74,234.52,97.64,2.15
2021,11,17,0,1.78,239.17,97.62,2.09
2021,11,17,1,1.85,244.52,97.6,2.03
2021,11,17,2,1.97,249.55,97.6,1.92
2021,11,17,3,2.04,253.3,97.59,1.85
2021,11,17,4,2.02,253.11,97.58,1.82
2021,11,17,5,2.04,250.32,97.57,1.76
2021,11,17,6,2.24,248.9,97.58,1.75
2021,11,17,7,2.89,249.06,97.59,1.78
2021,11,17,8,3.44,248.15,97.62,1.76
2021,11,17,9,3.81,245.69,97.64,1.93
2021,11,17,10,4.43,244.43,97.65,2.39
2021,11,17,11,4.68,241.81,97.67,2.94
2021,11,17,12,4.76,239.78,97.67,3.52
2021,11,17,13,4.92,237.4,97.66,4.08
2021,11,17,14,5.04,235.99,97.65,4.34
2021,11,17,15,5.13,240.11,97.64,4.28
2021,11,17,16,5.28,250.55,97.69,4.26
2021,11,17,17,5.25,257.02,97.75,4.47
2021,11,17,18,5.02,260.68,97.8,4.62
2021,11,17,19,4.84,266.86,97.88,4.76
2021,11,17,20,4.62,270.0,97.96,4.93
2021,11,17,21,4.32,267.61,98.02,4.93
2021,11,17,22,3.94,262.03,98.07,4.68
2021,11,17,23,3.7,252.44,98.08,4.05
2021,11,18,0,4.38,247.65,98.1,3.97
2021,11,18,1,4.89,250.38,98.12,3.82
2021,11,18,2,4.65,250.16,98.16,3.61
2021,11,18,3,4.52,247.24,98.2,3.48
2021,11,18,4,4.74,250.55,98.24,3.69
2021,11,18,5,4.75,249.9,98.27,3.92
2021,11,18,6,4.74,246.81,98.3,3.94
2021,11,18,7,4.89,243.84,98.31,3.98
2021,11,18,8,5.16,246.81,98.35,4.16
2021,11,18,9,5.43,244.87,98.37,4.68
2021,11,18,10,5.51,241.55,98.37,5.48
2021,11,18,11,6.17,243.53,98.37,6.61
2021,11,18,12,6.93,246.41,98.33,7.44
2021,11,18,13,7.08,247.96,98.31,7.85
2021,11,18,14,6.97,247.52,98.28,7.87
2021,11,18,15,6.52,245.34,98.25,7.26
2021,11,18,16,6.3,241.66,98.24,6.23
2021,11,18,17,6.73,242.28,98.24,5.65
2021,11,18,18,6.89,245.5,98.26,5.36
2021,11,18,19,6.89,245.27,98.25,5.29
2021,11,18,20,6.7,245.85,98.26,5.33
2021,11,18,21,6.64,247.36,98.27,5.39
2021,11,18,22,6.6,250.51,98.28,5.45
2021,11,18,23,6.3,254.33,98.28,5.55
2021,11,19,0,6.21,257.35,98.3,5.71
2021,11,19,1,6.08,260.16,98.31,5.91
2021,11,19,2,5.39,255.98,98.32,5.98
2021,11,19,3,5.56,257.1,98.33,6.19
2021,11,19,4,5.55,257.88,98.32,6.61
2021,11,19,5,5.57,257.19,98.33,6.9
2021,11,19,6,5.51,256.06,98.33,7.08
2021,11,19,7,5.41,254.68,98.34,7.24
2021,11,19,8,5.21,250.91,98.37,7.37
2021,11,19,9,6.08,256.09,98.41,7.92
2021,11,19,10,6.24,257.63,98.43,8.29
2021,11,19,11,6.37,258.68,98.43,8.58
2021,11,19,12,6.62,261.25,98.41,8.9
2021,11,19,13,6.28,262.06,98.39,8.99
2021,11,19,14,5.9,262.08,98.37,8.86
2021,11,19,15,5.72,264.27,98.36,8.63
2021,11,19,16,5.65,268.73,98.36,8.38
2021,11,19,17,5.39,271.83,98.37,8.13
2021,11,19,18,5.26,275.19,98.38,7.87
2021,11,19,19,4.59,274.59,98.4,7.42
2021,11,19,20,4.71,274.95,98.42,7.23
2021,11,19,21,4.8,275.41,98.44,7.53
2021,11,19,22,4.77,274.13,98.44,7.73
2021,11,19,23,4.65,273.95,98.44,7.83
2021,11,20,0,4.4,272.54,98.43,7.8
2021,11,20,1,4.1,268.58,98.4,7.73
2021,11,20,2,4.06,266.8,98.38,7.74
2021,11,20,3,4.36,268.36,98.35,7.83
2021,11,20,4,4.1,266.94,98.32,7.8
2021,11,20,5,4.1,264.54,98.29,7.71
2021,11,20,6,4.18,264.1,98.26,7.62
2021,11,20,7,4.0,261.02,98.23,7.49
2021,11,20,8,4.0,259.08,98.22,7.41
2021,11,20,9,4.21,257.36,98.2,7.54
2021,11,20,10,4.38,257.01,98.17,7.79
2021,11,20,11,4.61,261.62,98.12,7.94
2021,11,20,12,4.98,262.43,98.04,8.25
2021,11,20,13,5.03,260.98,97.95,8.22
2021,11,20,14,4.8,256.53,97.86,8.07
2021,11,20,15,4.07,251.63,97.77,7.58
2021,11,20,16,3.39,247.51,97.69,6.38
2021,11,20,17,4.09,248.62,97.62,6.36
2021,11,20,18,4.49,250.27,97.56,6.44
2021,11,20,19,4.72,250.75,97.49,6.41
2021,11,20,20,4.62,249.21,97.43,6.36
2021,11,20,21,4.51,247.17,97.37,6.26
2021,11,20,22,4.64,247.45,97.3,6.17
2021,11,20,23,4.88,249.07,97.24,6.0
2021,11,21,0,4.75,248.88,97.16,5.73
2021,11,21,1,4.55,248.45,97.08,5.46
2021,11,21,2,4.28,247.56,96.99,5.18
2021,11,21,3,4.09,246.23,96.92,4.9
2021,11,21,4,3.98,243.38,96.85,4.7
2021,11,21,5,4.08,242.26,96.8,4.62
2021,11,21,6,4.34,243.94,96.75,4.58
2021,11,21,7,4.41,241.98,96.72,4.54
2021,11,21,8,4.54,242.73,96.72,4.6
2021,11,21,9,4.5,243.3,96.71,4.98
2021,11,21,10,4.57,248.87,96.7,5.33
2021,11,21,11,4.28,255.84,96.7,5.53
2021,11,21,12,3.98,263.81,96.68,5.65
2021,11,21,13,3.58,273.13,96.68,5.85
2021,11,21,14,3.09,280.94,96.68,6.06
2021,11,21,15,2.3,288.43,96.71,5.95
2021,11,21,16,2.01,297.86,96.74,5.21
2021,11,21,17,2.19,304.26,96.8,4.96
2021,11,21,18,2.31,308.69,96.86,4.68
2021,11,21,19,2.37,313.13,96.92,4.26
2021,11,21,20,2.3,315.96,96.97,3.77
2021,11,21,21,2.46,318.09,97.03,3.49
2021,11,21,22,2.56,322.82,97.09,3.28
2021,11,21,23,2.46,328.88,97.14,3.05
2021,11,22,0,2.61,337.88,97.19,3.17
2021,11,22,1,2.97,347.06,97.23,3.37
2021,11,22,2,3.2,353.69,97.31,3.53
2021,11,22,3,3.55,0.5,97.4,3.61
2021,11,22,4,3.88,4.39,97.47,3.65
2021,11,22,5,4.17,8.07,97.55,3.64
2021,11,22,6,4.22,9.6,97.62,3.5
2021,11,22,7,4.24,13.96,97.71,3.05
2021,11,22,8,4.09,16.08,97.81,2.65
2021,11,22,9,4.17,16.67,97.91,2.43
2021,11,22,10,4.29,17.71,97.99,2.48
2021,11,22,11,4.26,16.28,98.05,3.02
2021,11,22,12,4.09,12.79,98.08,3.56
2021,11,22,13,4.0,7.97,98.11,3.8
2021,11,22,14,3.87,3.48,98.14,3.63
2021,11,22,15,2.72,359.34,98.18,2.65
2021,11,22,16,2.16,352.93,98.22,-0.27
